Start Date,End Date,Response ID,Are you a current SAA member?,How frequently would you estimate you have consulted the SAA Principles of Ethics in the past?,How have you used the SAA Principles of Ethics? Please check all that apply. - Selected Choice,How have you used the SAA Principles of Ethics? Please check all that apply. - Other - Text,"Have you consulted any other codes of ethics? If so, please specify which organization's and how you have used them.",Please feel free to elaborate on your answer here:,What do you see as being the primary ethical concerns in the field today?,"Principle 1: Stewardship

The archaeological record, that is, in situ archaeological material and sites, archaeological collections, records and reports, is irreplaceable. It is the responsibility of all archaeologists to work for the long-term conservation and protection of the archaeological record by practicing and promoting stewardship of the archaeological record. Stewards are both caretakers of and advocates for the archaeological record for the benefit of all people; as they investigate and interpret the record, they should use the specialized knowledge they gain to promote public understanding and support for its long-term preservation. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 2: Accountability

Responsible archaeological research, including all levels of professional activity, requires an acknowledgment of public accountability and a commitment to make every reasonable effort, in good faith, to consult actively with affected group(s), with the goal of establishing a working relationship that can be beneficial to all parties involved. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 3: Commercialization

The Society for American Archaeology has long recognized that the buying and selling of objects out of archaeological context is contributing to the destruction of the archaeological record on the American continents and around the world. The commercialization of archaeological objects - their use as commodities to be exploited for personal enjoyment or profit - results in the destruction of archaeological sites and of contextual information that is essential to understanding the archaeological record. Archaeologists should therefore carefully weigh the benefits to scholarship of a project against the costs of potentially enhancing the commercial value of archaeological objects. Whenever possible they should discourage, and should themselves avoid, activities that enhance the commercial value of archaeological objects, especially objects that are not curated in public institutions, or readily available for scientific study, public interpretation, and display.
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 4: Public Education and Outreach

Archaeologists should reach out to, and participate in cooperative efforts with others interested in the archaeological record with the aim of improving the preservation, protection, and interpretation of the record. In particular, archaeologists should undertake to: 1) enlist public support for the stewardship of the archaeological record; 2) explain and promote the use of archaeological methods and techniques in understanding human behavior and culture; and 3) communicate archaeological interpretations of the past. Many publics exist for archaeology including students and teachers; Native Americans and other ethnic, religious, and cultural groups who find in the archaeological record important aspects of their cultural heritage; lawmakers and government officials; reporters, journalists, and others involved in the media; and the general public. Archaeologists who are unable to undertake public education and outreach directly should encourage and support the efforts of others in these activities. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 5: Intellectual Property

Intellectual property, as contained in the knowledge and documents created through the study of archaeological resources, is part of the archaeological record. As such it should be treated in accord with the principles of stewardship rather than as a matter of personal possession. If there is a compelling reason, and no legal restrictions or strong countervailing interests, a researcher may have primary access to original materials and documents for a limited and reasonable time, after which these materials and documents must be made available to others. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 6: Public Reporting and Publication

Within a reasonable time, the knowledge archaeologists gain from investigation of the archaeological record must be presented in accessible form (through publication or other means) to as wide a range of interested publics as possible. The documents and materials on which publication and other forms of public reporting are based should be deposited in a suitable place for permanent safekeeping. An interest in preserving and protecting in situ archaeological sites must be taken in to account when publishing and distributing information about their nature and location. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 7: Records and Preservation

Archaeologists should work actively for the preservation of, and long term access to, archaeological collections, records, and reports. To this end, they should encourage colleagues, students, and others to make responsible use of collections, records, and reports in their research as one means of preserving the in situ archaeological record, and of increasing the care and attention given to that portion of the archaeological record which has been removed and incorporated into archaeological collections, records, and reports. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 8: Training and Resources

Given the destructive nature of most archaeological investigations, archaeologists must ensure that they have adequate training, experience, facilities, and other support necessary to conduct any program of research they initiate in a manner consistent with the foregoing principles and contemporary standards of professional practice. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 9: Safe Educational and Workplace Environments

Archaeologists in all work, educational, and other professional settings, including fieldwork and conferences, are responsible for training the next generation of archaeologists. Part of these responsibilities involves fostering a supportive and safe environment for students and trainees. This includes knowing the laws and policies of their home nation and institutional workplace that pertain to harassment and assault based upon sex, gender identity, sexual orientation, ethnicity, disability, national origin, religion, or marital status. SAA members will abide by these laws and ensure that the work and educational settings in which they have responsible roles as supervisors are conducted so as to avoid violations of these laws and act to maintain safe and respectful work and learning environments. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"As a whole, the SAA Principles of Ethics satisfactorily addresses the ethical situations archaeologists find themselves in today.",Please elaborate here:,"The SAA Principles of Ethics adequately addresses ethical concerns in the country in which I work, am a student, or teach.",Please elaborate here:,The SAA Principles of Ethics adequately addresses ethical concerns in sector in which I work.,Please elaborate here:,Are there additional ethical issues that should be addressed by the Principles?,Please elaborate here:,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish and enforce best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish expectations for the behavior of professionals,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Demonstrate integrity of profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - For use in education and training,"What type of ethical document(s) do you feel would best serve the SAA membership? Please check all that apply.

	Aspirational Code: An aspirational code focuses on a set of shared values and ideals that encourage ethical behavior for members of the society or organization. The current SAA Principles of Archaeological Ethics are an aspirational code.
	Living Document: A living document is a set of ethical statements that can be continually updated (e.g. a blog) and provide a platform to actively respond to ethical situations and challenges. A living document usually accompanies a set statement on ethics. An example of a living document is the AAA Ethics Forum.

 If necessary:


	Separate Principles of Ethics and Standards of Practice or Performance: Two statements that address 1) ethical principles and 2) best practices for archaeology as separate documents.
	An ethical document that provides examples: An ethical statement or code that uses practical examples to illustrate its components.",Feel free to comment on these formats or suggest additional formats here:,Are you a member of the RPA?,How many years have you worked in/with archaeology?,What is your age?,What is your gender identity? - Selected Choice,What is your gender identity? - Prefer to self-describe: - Text,Do you consider yourself a member of the LGBTQIA+ community?,Please indicate your ethnicity: - Selected Choice,Please indicate your ethnicity: - Other (specify): - Text,Geographical area of origin:,Current place of residence:,Where do you do fieldwork/research? Please check all that apply.,What is your primary work setting? - Selected Choice,What is your primary work setting? - Other - Please Specify: - Text,"You have now reached the end of the survey.  From here, you can click on the ""next"" button below to submit your survey responses.  You can also use the ""previous"" button to go back and review and/or adjust your responses.

 
We are interested in hearing more about your perspectives on potential changes to the SAA Principles of Archaeological Ethics. If you would be willing to have a follow-up phone interview or email exchange, this link [Follow-up Contact Information] will open a separate survey form where you can fill in your contact information. The results of this survey will remain anonymous and will not be linked to your survey responses. You will still need to submit this survey using the ""next"" button below.",,,,
4/13/2020 11:12,4/13/2020 11:26,R_bPYuH5culTMwyv7,Yes,Once or twice,I have not used the Principles,,Yes,RPA - During a grievance investigation.,"Publishing credit
Professor - student relations
handling of human remains/repatriation",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,No,,1,5,3,2,4,I am satisfied with the format of the current Principles,,Yes,34,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-15,Residence-5,Northern America               ,CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 11:10,4/13/2020 11:28,R_2ciIWQ8BP1tWJKC,Yes,Once or twice,I have not used the Principles,,Yes,Register of Professional Archaeologists and the Texas Archeological Society,CRM regulatory agencies or individual regulators who lack the experience to make ethical and sound archeological decisions. ,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,"How do we (SAA) ""enforce or apply"" this principle to state and Federal agencies who drag their feet (sometimes for years) on funding for analysis and reporting? ",Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,Neutral,What's the process to hold CRM regulators to these standards? What's to prevent CRM regulators from making decision that favor industries impacting the archeological record?,Yes,How do we (SAA) hold state transportation department archeologists accountable for the archeological resources their projects impact if they are unwilling to employ or advocate for adequate survey methodologies to even find resources?,2,1,4,3,5,"A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,Yes,32,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,Northern America               ,CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 11:16,4/13/2020 11:30,R_VOs0glCFiswvdvP,Yes,Occasionally ,"To write a report, article, or publication,For teaching or training purposes",,Yes,AAPA,Equity and inclusion,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,Community engaged archaeology should be a bigger part of this,Strongly Agree,Data archiving should be required,Strongly Agree,,Strongly Agree,Data archiving should be requisitel,Strongly Agree,,Strongly Agree,,Agree,I believe another training and mentoring guideline should be in place for an aspirational document such as this.  Something that reflects the responsibility for bringing a diversity of individuals into the field.  ,Agree,,Agree,,,See previous answer on diversity and inclusion training ,2,5,1,4,3,"An aspirational code,A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,No,30,Age-54,Gender-85,,LGBTQIA+Comm-98,Ethnicity-71,,Geo-28,Residence-5,"Sub-Saharan Africa             ,Southeastern Asia,Western Asia                   ,Polynesia ",Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 11:15,4/13/2020 11:30,R_1ly5tUkGxFFO687,Yes,Once or twice,To address an ethical problem,,Yes,The American Anthropological Association code of ethics : I reviewed these before I wrote a book where I used a lot of ethnographic information.,"Governments destroying cultural sites and re-writing the history to suit their political ideology. Also, Tribes declaring that certain objects are sacred. I understand burials and artifacts that are important, but this is a slippery slope when any bead found during a project calls for calling up the Tribe.",Agree,,Agree,,Strongly Agree,Wars in the Middle East have made this more common. ,Agree,,Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,What about the Palestinian situation?,Neutral,,Neutral,,Yes,"Racist beliefs such as manifest destiny or the belief that certain people are 'chosen' or that God gave a certain group the land, such as in Israel, should be condemned. ",2,5,3,1,4,An aspirational code,,No,40,Age-72,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Northern Africa                ,Northern America               ,Western Asia                   ",CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 11:20,4/13/2020 11:32,R_ypzeoGriYLuC1Q5,Yes,Once or twice,"To address an ethical problem,To refresh or gain personal knowledge of ethics,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,Antiquity Code of Texas,Looting and site preservation,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,No opinion/Not sure,,3,4,2,1,5,"I am satisfied with the format of the current Principles,A living document",,Yes,27,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-71,,,Residence-3,"Latin America and the Caribbean,Northern America               ",CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 10:44,4/13/2020 11:32,R_3jTjTJTnCHySKK9,Yes,Once or twice,"To address an ethical problem,To refresh or gain personal knowledge of ethics,Other",in my work as an editor,Yes,I have consulted some of the medical association and journal codes of ethnics with the aim or clarifying my understanding of generally accepted standards relating to authorship.,"Who ""owns"" the past.",Strongly Agree,"As someone who researches the history of archaeology and as an editor who specializes (among other areas) in publishing old research, I know that quite frequently excavations and surveys occur, but are never adequately published, or even published at all. Furthermore, excavated or collected materials as well as records often disappear. While there are many reasons for this, and many obstacles to publication and preservation, when research is not published and/or finds and records disappear, professional archaeological interventions become no better than pot hunting. ",Strongly Agree,"For sure. This addresses complex issues of accountability, equity, and who ""owns"" the past.",Strongly Agree,"This is a difficult issue that, ultimately, each practitioner must probably resolve for herself many times over the course of a career. I like the way this principle is stated: ""Archaeologists should . . . carefully weigh . . ."" A dogmatic, one-size-fits-all statement would not work here.",Strongly Agree,Should avocational archaeologists be specifically mentioned?,Strongly Agree,,Strongly Agree,"When I began working in archaeology in the 1970s, perhaps the majority of academic archaeologists considered presentation of one's research to the general public to be unprofessional. To do so could cost one a career. I always thought this was wrong. Who surrendered to academic archaeologists the right to own the past? In my view an understanding of the rights of all stakeholders to the archaeological record is one of the major ethical advances of the past fifty years. ",Strongly Agree,"Couldn't agree more. I have been told by mid-career archaeologists that reliance on museum collections and archival records is another career-killer. One must uncover new data to advance both our knowledge and one's own career. This attitude shows a complete lack of understanding of how archaeology works. As someone associated with a major museum, I know that there is much ""new"" data to extract from old collections as paradigms shift and as methodology and understanding develop. I am very glad that the SAA offers support, though its ethical statements for the preservation of archaeological collections and records and their continuing use.",Neutral,"Sure, but who decides what is ""adequate training, experience, facilities, and other support""? Some professional board like RPA? Governments? Universities? The archaeologists themselves?",Agree,"Whose ""home nation""? How does one handle situations where a student or trainee initiates the harassment or assault? While this is rarer than assault by supervisors because of the power balance, it can occur. Also, how does one handle what one might call ""lateral"" harassment, when a colleague of comparable rank or career stage initiates harassment? Is there space for consensual relationships, or are these always corrupt because the higher ranked person will tend to favor his or her lover over others of similar rank. I personally have felt harassed in such a situation. That is, because I did not get involved sexually with a supervisor, I was disfavored over people who did, even though I had good reason to believe that those who did were in consensual relationships.  ",Agree,"I agree, but have raised a few points of doubt in previous responses.",Agree,"Agree on the whole, but think there are gaps.",Agree,"Again, I agree generally, but think there are gaps.",No opinion/Not sure,I would have to think about this longer.,2,5,1,4,3,"An aspirational code,A living document,Ethical document(s) that provides examples",Not sure how one would separate principles of ethnics from standards of practice.,No,50,Age-98,Gender-85,,LGBTQIA+Comm-98,Ethnicity-77,,Geo-28,Residence-5,"Latin America and the Caribbean,Northern America               ,Southern Europe                ,Western Europe                 ",Other - Please Specify:,split between academic publishing and museum,,,,,
4/13/2020 11:01,4/13/2020 11:32,R_Zyu0gHv1udQuoGR,Yes,About once a year,"To refresh or gain personal knowledge of ethics,To write a report, article, or publication,For teaching or training purposes",,Yes,"WAC, AAPA, AAA - I have used them to refresh my knowledge and as part of teaching ethics to undergraduates.","Full cooperation with descendant communities
Archaeology by, for, and off Indigenous peoples
Stewardship",Agree,It would be nice to call out the importance of public outreach and its ties to stewardship in this statement.,Disagree,"I would like to see a much stronger recognition of the rights of stakeholders, particularly those from descendant communities, along the lines of the ethics statements supported by WAC",Strongly Agree,,Agree,"My concern about this statement is not that I disagree or don't think it's important. Rather, I feel that this statement should underlie other statements (such as the 1st and 3rd). I'm honestly not sure if separating it here gives it more or less impact as a statement of best practices/ethics.",Strongly Agree,,Strongly Agree,This principle could be combined with principle 5,Agree,This seems to be an elaboration of principles 5 and 6. I feel they could all be combined. Having them separate makes it seem like the minutia of publication is just as important as successful collaboration with descendant communities.,Strongly Agree,,Agree,"While I think it is useful to mention the laws and policies of the home nation, I would like to see a stronger statement about the inherent ethical responsibility to create a safe and welcoming environment for all.",Neutral,"I have always felt that the SAA P of E was too focused on minutia of professional work (publishing, data storage, etc) and not on the real impact of our field (working with descendant communities, recognizing the colonial/political impact of our findings). I have always preferred the WAC approach to ethics.",Neutral,"As an American, I believe that there must be a much greater focus on Indigenous archaeology and its concerns.",Neutral,"Again, as an American archaeologist, I would like to see a much stronger focus on Indigenous concerns.",Yes,I do not think we need 'additional' ethical issues to be addressed but that the current principles should be re-focused to put greater attention on stakeholders and less on the aspects of stewardship that are only relevant to the small number of us that have tenured positions. (And I say this as a Full Professor).,3,1,4,5,2,"A living document,Separate Principles of Ethics and Standards of Practice",,No,25,Age-46,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Northern America               ,Western Asia                   ,Southern Europe                ",Academic - 4-year institution without a graduate program,,,,,,
4/13/2020 11:15,4/13/2020 11:32,R_1eqtN05snUp57Ll,Yes,Several times a year,"To address an ethical problem,To refresh or gain personal knowledge of ethics,To write a report, article, or publication,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,"Codes of ethics published by the AAA, SfAA, SHA, etc.","In my research context in postcolonial nation-states, collaborative work with descendant/local populations. Also, student safety (primarily women students and male project directors and/or colleagues).",Agree,"Generally I agree, but the voice, opinion, and needs of descendant/indigenous/local populations should matter equally. That is, I believe the primary responsibility of archaeologists should be to people alive today and what THEY ALSO want for objects of the past, rather than the automatic saving of things. ",Agree,"Need stronger wording here. Maybe this Principle should come first. What ""punishments"" or ""reprimands"" are there for archaeos who do not follow this principle? In my experiences, many (white male) archaeologists still believe in knowledge for knowledge's sake despite effects on local people.",Agree,,Agree,Last sentence somewhat undermines the entire principle -- archaeos who are unable to undertake public education should therefore not be practicing archaeology.,Strongly Agree,"Stronger language needed here. This is a huge problem of egos. So much archaeo material and context are lost forever when individuals pass away before ever publishing, and deny even their own students ability to further research/publish on ""their"" collections. It's an outmoded 1950s-70s way of conducting research that needs to go away. ",Agree,"Again, ""reasonable time"" should be specified. I know many, many archaeologists who sit on ""their"" data for decades before writing even a field report. They forbid their students from doing so. Then they pass away and nothing ever gets published. This is unethical in every way, for all stakeholders.",Agree,,Agree,"Difficult to implement without more specificity in regard to ""adequate."" This also differs based on country, and level of training available.",Agree,"Good in nature, but difficult to implement, especially in other nations. For example, non-binary people will face ridicule and persecution in Latin America, no matter what I as a project director can do to protect them.",Agree,"More emphasis on rights of indigenous/descendant/local people, and less on the automatic protection and preservation of the record. In whose best interest is it, right now, to protect that record?",Neutral,,Agree,,No opinion/Not sure,,2,1,3,5,4,"Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples,Ethical document(s) that more fully addresses concerns in my sector/region of work",,Yes,15,Age-74,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,Latin America and the Caribbean,Academic - 4-year institution without a graduate program,,,,,,
4/13/2020 11:27,4/13/2020 11:35,R_0D3S6Px4n047WYV,Yes,Occasionally ,"To refresh or gain personal knowledge of ethics,For teaching or training purposes",,Yes,"AAA, WAC",,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Disagree,This is an issue of much broader scope (and for that matter importance) that seems out of place in a code of ethics specific to archaeology.,Agree,,Agree,,Agree,,No,,1,5,2,4,3,"An aspirational code,Separate Principles of Ethics and Standards of Practice",,No,50,Age-98,Gender-86,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Latin America and the Caribbean,Central Asia                   ,Eastern Asia                   ",Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 10:58,4/13/2020 11:36,R_20ONlWcKej6EnvW,Yes,Once or twice,I have not used the Principles,,Yes,"Society for Historical Archaeology
American Anthropological Association","Protecting the free flow of information and supporting scholarship even when this comes into conflict with other ""stake holders"".",Agree,I agree but recognize conflicts with both power centers and with people with little power. In my own career it was very helpful that organizations (e.g. the Archaeological Society of Connecticut) were open and supportive of everyone. I want to the 25th anniversary meeting of the SAA in 1960 when I was a high school student in New Haven - possibly the only high school student at the meeting - and was treated very well.,Agree,"I agree but the groups are varied from across a wide spectrum - political groups, land owners, natives, students, etc. It is not a simple situation of ""good"" groups versus bad.",Strongly Agree,I strongly agree but again sometimes we have to deal with people (e.g. collectors) who have a very different or oblivious perspective on this issue. We need to be understanding and civil in dealing with such people - the oil can is mightier than the sword.,Strongly Agree,Many groupings with different views.,Neutral,"Some projects take a long time - involving field, lab and archival research. Archaeologists should not try to take over other researchers projects if those researches are still actively working on the projects.",Agree,"Assuming you can get an established (i.e. will be here in the future) institution (e.g. museum, university, or governmental agency) to take on this task. I am very concerned that with CRM many of these wonderful collections will be gone in the future.",Agree,Directors of projects should be open and supportive of students and others but this is also a two way street - such colleagues should respect the interests of the projects directors.,Strongly Agree,"For example, too many people think they can do Historical Archaeology (i.e. the archaeology of the Modern World Ad 1400 to the present) no matter what their own background, training, or interests are. Although I started in NA prehistory and Maya archaeology I would not excavated such sites but some colleagues think historic sites are just a side issue opened to anyone no matter what background or interests they have.",Strongly Agree,"I am moving close to having produced almost 40 PhDs in Historical Archaeology (including 4  Presidents of the Society for Historical Archaeology) and have students in acacemic-museum, governmental, and CRM positions and hope I have supported them all. 

Many of my students - the majority - have been women and a few minority members. I do at the same time see in the 21st century some reverse discrimination going on (e.g. women seeming to block vote only for other women in some scholarly organizations) which is unfortunate.",Agree,"I am a bit concerned about our version of the ""Me Too"" version in scholarly organizations. I have certainly seen some bad behavior but scholarly associations should avoid becoming police. To be honest if there is to be a ""Me Too"" movement then there should be ""I Sleep My Way To the Top"" parallel recognition. Star Chambers and Secret Police are bad ideas.",Agree,,Agree,Historical Archaeology (SHA),No opinion/Not sure,,1,5,3,2,4,"An aspirational code,Separate Principles of Ethics and Standards of Practice",,Yes,55,Age-98,Gender-86,,LGBTQIA+Comm-97,Ethnicity-17,,Geo-28,Residence-5,Northern America               ,Other - Please Specify:,Both academic an museum,,,,,
4/13/2020 11:13,4/13/2020 11:38,R_2ts68OSZOmluTzw,Yes,Once or twice,In working with the public or non-archaeologists,,Yes,"I work with several volunteer organizations, the Texas Archeological Stewardship Network, and the Texas Archeological Society, both have ethics statements and codes of conduct. ","artifact collection and selling for profit, lack of understanding of the significance of grave goods or associated material by the general public. ",Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,No,,5,1,2,4,3,Separate Principles of Ethics and Standards of Practice,"As an aspirational document, the principles are sound, however more detail and examples in Standards of Practice or in a forum where archeologist can get feedback on specific situations would be very helpful. I work in a state agency with regulatory review, and as I read through the Principles, I could identify numerous accounts of where they were not adhered to for one reason or another. If these are standards of practice, such as what the NPS has for Professional Qualifications, we should be able to reference them as a form of expectation for archeological investigations.",Yes,14,Age-46,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-57,Residence-5,"Latin America and the Caribbean,Northern America               ",Government - State,,,,,,
4/13/2020 11:29,4/13/2020 11:39,R_3LZL23629tR2bMU,Yes,About once a year,"To address an ethical problem,To refresh or gain personal knowledge of ethics,To write a report, article, or publication,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,"Canadian Archaeological Society, Society for California Archaeology, Arizona Archaeological and Historical Society",Sexism in the workplace/university setting and plagerism. ,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,"That said, one of the things that is really missing in the principles are Native voices and Native concerns. All too often they are left out of conversations. ",Agree,,Agree,,Yes,Native perspectives are lost in the current principles. ,3,4,1,2,5,"An aspirational code,A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples,Ethical document(s) that more fully addresses concerns in my sector/region of work",,Yes,30,Age-54,Gender-86,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Latin America and the Caribbean,Northern America               ",CRM - Cultural Resources Consulting Firm,,,,,,
4/13/2020 11:11,4/13/2020 11:39,R_1LGwmXFDtr42g1F,Yes,Once or twice,"To write a report, article, or publication,For teaching or training purposes,As a student in an archaeological class or field school",,No,,"Abuse of power by professional academics to achieve personal interests.
Lack of international collaboration. 
Lack of discourse in the US about the international scope of archaeology. 
Lack of support for graduate students (mental health, financial, resources about career opportunities outside of academia).
",Agree,,Agree,,Agree,,Agree,,Agree,,Neutral,,Neutral,,Agree,,Agree,,Neutral,,Neutral,,Neutral,,Yes,"The 9 principles previously discussed are good or adequate, however there is not real enforcement of these principles. The field is ridden with many scholars who do not abide by these principles simply because there are no repercussions or the verbiage is too vague/sugar coated. Of course this applies to many other scientific fields, however the SAA should use this as an opportunity to become a more ""serious"" organization to not only protect the archaeological record itself but also the archaeologists. A code of ethics may not be a set of hard rules but the SAA should strive to develop a code of rules/laws that is non negotiable and that all archaeologists should abide or face the consequences of their actions or lack of actions. ",1,3,2,5,4,Separate Principles of Ethics and Standards of Practice,,Yes,7,Age-75,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,Latin America and the Caribbean,Academic - Community College,,,,,,
4/13/2020 10:49,4/13/2020 11:40,R_1f7bVgjcwKirnSC,Yes,Occasionally ,"To refresh or gain personal knowledge of ethics,To write a report, article, or publication,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,"SHA, RPA","People who claim to be archaeologists doing extremely questionable, or in some cases downright unethical/illegal, things and calling it archaeology. Underwater/maritime archaeology, especially, has a problem with ""archaeologists"" hired by commercial salvage/treasure hunting firms who directly violate ethical statements concerning recovering objects for sale or to ""pay"" investors. The growth in popularity of TV, and to some extent other media, shows with ""archaeologists"" engaging in unethical behavior. I don't know how SAA, or any other archaeological organization, could possibly control that, but promoting our code of ethics and educating the public about what real archaeology is seems to be crucial and needed.",Strongly Agree,,Strongly Agree,,Agree,"If anything this statement should be stronger, getting away from waffling words like ""whenever possible"" and stating explicitly that archaeologists shall not engage in projects that result in objects being sold, given to investors, or otherwise disappearing into private collections.
",Agree,"While I agree whole-heartedly with this statement, I, personally, would like to see a stronger opening: Public outreach and education is the responsibility of every professional archaeologist.",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,No opinion/Not sure,"I feel the Principles are adequate, but also feel that periodic revisions and updates are necessary and good. Times change, society evolves, our field progresses - it's a positive thing to review and revisit ethics. Thank you to SAA and to the Ethics working group!",1,5,3,2,4,"A living document,Separate Principles of Ethics and Standards of Practice",,Yes,30,Age-54,Gender-85,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Latin America and the Caribbean,Northern America               ,Micronesia                     ",Academic - 4-year institution with a graduate program,,,,,,
4/13/2020 10:54,4/13/2020 11:40,R_9sHQFNOUiDeKyo9,Yes,Once or twice,"In working with the public or non-archaeologists,Other",As a basis for professional behavior.,Yes,American Institute of Certified Planners (AICP),1) Altruistic staff making judgement without knowing or seeking to know the facts. 2) Clients expecting archaeologists to compromise in ethics.,Strongly Agree,,Disagree,"There is no public involvement on eligibility determinations.  This is a major step in the Section 106 process that is done behind closed doors, and can be quite capricious.  ",Disagree,"The value of archaeological objects is enhanced by context.  The archaeologist necessarily increases commercial value by research, analysis and reporting.  ",Disagree,"Not always.  Archaeological sites are often on private property, or in locations not accessible to the pubic.  t",Agree,,Disagree,Sometimes research provides negative information that has little value to the general public.,Strongly Disagree,,Agree,"However, sometimes you don't know what you don't know.",Strongly Disagree,,Disagree,"In general, but there can be outlying circumstances and events.",Neutral,,Agree,,Yes,Winers and complainers need to research both sides of their complaints about the behavior of an archaeologist before they file complaints or face serious legal consequences supported by SAA. ,1,2,3,5,4,I am satisfied with the format of the current Principles,,Yes,45,Age-98,Gender-86,,LGBTQIA+Comm-98,Ethnicity-17,,Geo-28,Residence-5,"Latin America and the Caribbean,Northern America               ",CRM - Environmental or Engineering Consulting Firm,,,,,,
