Start Date,End Date,Response ID,Are you a current SAA member?,How frequently would you estimate you have consulted the SAA Principles of Ethics in the past?,How have you used the SAA Principles of Ethics? Please check all that apply. - Selected Choice,How have you used the SAA Principles of Ethics? Please check all that apply. - Other - Text,"Have you consulted any other codes of ethics? If so, please specify which organization's and how you have used them.",Please feel free to elaborate on your answer here:,What do you see as being the primary ethical concerns in the field today?,"Principle 1: Stewardship

The archaeological record, that is, in situ archaeological material and sites, archaeological collections, records and reports, is irreplaceable. It is the responsibility of all archaeologists to work for the long-term conservation and protection of the archaeological record by practicing and promoting stewardship of the archaeological record. Stewards are both caretakers of and advocates for the archaeological record for the benefit of all people; as they investigate and interpret the record, they should use the specialized knowledge they gain to promote public understanding and support for its long-term preservation. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 2: Accountability

Responsible archaeological research, including all levels of professional activity, requires an acknowledgment of public accountability and a commitment to make every reasonable effort, in good faith, to consult actively with affected group(s), with the goal of establishing a working relationship that can be beneficial to all parties involved. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 3: Commercialization

The Society for American Archaeology has long recognized that the buying and selling of objects out of archaeological context is contributing to the destruction of the archaeological record on the American continents and around the world. The commercialization of archaeological objects - their use as commodities to be exploited for personal enjoyment or profit - results in the destruction of archaeological sites and of contextual information that is essential to understanding the archaeological record. Archaeologists should therefore carefully weigh the benefits to scholarship of a project against the costs of potentially enhancing the commercial value of archaeological objects. Whenever possible they should discourage, and should themselves avoid, activities that enhance the commercial value of archaeological objects, especially objects that are not curated in public institutions, or readily available for scientific study, public interpretation, and display.
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 4: Public Education and Outreach

Archaeologists should reach out to, and participate in cooperative efforts with others interested in the archaeological record with the aim of improving the preservation, protection, and interpretation of the record. In particular, archaeologists should undertake to: 1) enlist public support for the stewardship of the archaeological record; 2) explain and promote the use of archaeological methods and techniques in understanding human behavior and culture; and 3) communicate archaeological interpretations of the past. Many publics exist for archaeology including students and teachers; Native Americans and other ethnic, religious, and cultural groups who find in the archaeological record important aspects of their cultural heritage; lawmakers and government officials; reporters, journalists, and others involved in the media; and the general public. Archaeologists who are unable to undertake public education and outreach directly should encourage and support the efforts of others in these activities. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 5: Intellectual Property

Intellectual property, as contained in the knowledge and documents created through the study of archaeological resources, is part of the archaeological record. As such it should be treated in accord with the principles of stewardship rather than as a matter of personal possession. If there is a compelling reason, and no legal restrictions or strong countervailing interests, a researcher may have primary access to original materials and documents for a limited and reasonable time, after which these materials and documents must be made available to others. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 6: Public Reporting and Publication

Within a reasonable time, the knowledge archaeologists gain from investigation of the archaeological record must be presented in accessible form (through publication or other means) to as wide a range of interested publics as possible. The documents and materials on which publication and other forms of public reporting are based should be deposited in a suitable place for permanent safekeeping. An interest in preserving and protecting in situ archaeological sites must be taken in to account when publishing and distributing information about their nature and location. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 7: Records and Preservation

Archaeologists should work actively for the preservation of, and long term access to, archaeological collections, records, and reports. To this end, they should encourage colleagues, students, and others to make responsible use of collections, records, and reports in their research as one means of preserving the in situ archaeological record, and of increasing the care and attention given to that portion of the archaeological record which has been removed and incorporated into archaeological collections, records, and reports. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 8: Training and Resources

Given the destructive nature of most archaeological investigations, archaeologists must ensure that they have adequate training, experience, facilities, and other support necessary to conduct any program of research they initiate in a manner consistent with the foregoing principles and contemporary standards of professional practice. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"Principle 9: Safe Educational and Workplace Environments

Archaeologists in all work, educational, and other professional settings, including fieldwork and conferences, are responsible for training the next generation of archaeologists. Part of these responsibilities involves fostering a supportive and safe environment for students and trainees. This includes knowing the laws and policies of their home nation and institutional workplace that pertain to harassment and assault based upon sex, gender identity, sexual orientation, ethnicity, disability, national origin, religion, or marital status. SAA members will abide by these laws and ensure that the work and educational settings in which they have responsible roles as supervisors are conducted so as to avoid violations of these laws and act to maintain safe and respectful work and learning environments. 
 

I feel that this principle and its description adequately applies to archaeological practice and its ethical challenges today.",Please elaborate here:,"As a whole, the SAA Principles of Ethics satisfactorily addresses the ethical situations archaeologists find themselves in today.",Please elaborate here:,"The SAA Principles of Ethics adequately addresses ethical concerns in the country in which I work, am a student, or teach.",Please elaborate here:,The SAA Principles of Ethics adequately addresses ethical concerns in sector in which I work.,Please elaborate here:,Are there additional ethical issues that should be addressed by the Principles?,Please elaborate here:,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish and enforce best practices for the profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Establish expectations for the behavior of professionals,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - Demonstrate integrity of profession,What should be the purpose of the SAA's ethical document?   Please drag and drop to rank the options below. - For use in education and training,"What type of ethical document(s) do you feel would best serve the SAA membership? Please check all that apply.

	Aspirational Code: An aspirational code focuses on a set of shared values and ideals that encourage ethical behavior for members of the society or organization. The current SAA Principles of Archaeological Ethics are an aspirational code.
	Living Document: A living document is a set of ethical statements that can be continually updated (e.g. a blog) and provide a platform to actively respond to ethical situations and challenges. A living document usually accompanies a set statement on ethics. An example of a living document is the AAA Ethics Forum.

 If necessary:


	Separate Principles of Ethics and Standards of Practice or Performance: Two statements that address 1) ethical principles and 2) best practices for archaeology as separate documents.
	An ethical document that provides examples: An ethical statement or code that uses practical examples to illustrate its components.",Feel free to comment on these formats or suggest additional formats here:,Are you a member of the RPA?,,,,,,,,,,,,,
4/13/20 15:42,4/13/20 15:54,R_SMOzENosvvPY6FX,Yes,About once a year,"For teaching or training purposes,In working with the public or non-archaeologists",,No,,Looting and antiquities trade; uneven emphasis on public dissemination of findings; healthy engagement of descendant communities; collections/records management and access,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,No,,1,5,2,3,4,Separate Principles of Ethics and Standards of Practice,,No,,,,,,,,,,,,,
4/13/20 15:19,4/13/20 15:59,R_1jDlzHRBh7NVgEv,Yes,Occasionally ,To refresh or gain personal knowledge of ethics,,Yes,RPA,Finding new and creative ways for the government and public at large to fund research from which they gain absolutely nothing. ,Agree,,Agree,,Agree,,Agree,,Strongly Agree,"My personal experiences in obtaining access to what would beyond any reasonable doubt be classified as public domain material may be termed extremely frustrating. Plainly and simply stated, this situation was brought about by a selected number of archaeologists based in and around Nashville, Tennessee, who smugly sat on manuscript material for several decades and took the attitude that these materials were their personal property to hoard as they saw fit.  . ",Agree,"Depositing materials ""in a suitable place for permanent safekeeping"" sounds well and good but in reality no end of ""gray literature"" materials are stashed away in agency file cabinets never to see the light of day again. The public which funds these studies derives no benefit from them and for that matter they are effectively of no use to professionals who know nothing of their existence.   ",Agree,,Agree,,Agree,,Neutral,,Agree,,Agree,,Yes,"An issue which is all too often ignored revolves around the ever present smug and pretentious behavior of many (note that I did not say all) so-called ""professionals"" who are more interested in their fragile egos and self-imposed veneer of importance than interfacing with others. I have long been convinced that the term ""collegiality"" is a meaningless term.    ",3,4,1,2,5,"An aspirational code,A living document,Separate Principles of Ethics and Standards of Practice",,Yes,,,,,,,,,,,,,
4/13/20 15:53,4/13/20 16:04,R_2vdksBucb0SHclx,Yes,Once or twice,Other,Consulted the Principles of Ethics while drafting similar principles for a local archaeological society.,Yes,"World Archaeological Congress, Society for Historical Archaeology.","Safe Workplace & Educational Environments, Stewardship, Accountability, Records & preservation, public reporting & publication",Strongly Disagree,,Strongly Disagree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,"This statement needs to be strengthened. The SAA Board needs to quit doing the bidding of their lawyers and start following the membership's lead in this area. The recent interference of the Board in the members' efforts to update the by-laws was contemptible and resulted in a muddied ""amendment"" that will probably do jack in terms of improving the situation. ",Agree,,Agree,,Disagree,,No opinion/Not sure,,2,1,3,4,5,Separate Principles of Ethics and Standards of Practice,,Yes,,,,,,,,,,,,,
4/13/20 15:28,4/13/20 16:11,R_AO5WMOoYCyeTOKt,Yes,Occasionally ,"To address an ethical problem,For teaching or training purposes",,Yes,I compare to Other regional/state level archaeological organizations,"Including voices of different groups with standing / vested interest, and negotiating competing interests.  And issues of Discrimination based on sex, gender, and race. ",Strongly Agree,"This statement assumes that “benefits for all” has a single solution. But some situations have no such solution, and require sacrificing benefits for some in favor of others. This can lead to ethical dilemmas, and/or unconscious biases influencing decisions. ",Strongly Agree,,Agree,This statement assumes a dichotomous and mutually exclusive notion of public vs private that applies to all things archaeological. There are other models. ,Strongly Agree,If archaeology is not a public good it will become irrelevant. ,Strongly Agree,,Neutral,"Knowledge is fluid. Too often, “freezing” knowledge at a certain point in time through hard publications (books, articles, reports) creates a sort of permanence that is hard to undo and redirect. On the other hand, no publication hinders access to knowledge. I am in favor of more dynamic “publications” that can easily alter as more knowledge is gained (perhaps websites, dynamic public displays, or virtual reality installations). But institutions set up to reward the former, and lack of infrastructure to support the latter, make it difficult. ",Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,"Yes, I think they address the situations, even if they do not prevent all unethical situations. ",Strongly Agree,,Strongly Agree,,Yes,The ethics should more strongly embrace a scientific/ falsifiable approach to gaining and producing knowledge. Such a position does not negate alternative religious viewpoints for understanding the past or present. But within our field the scientific process is the one that should lead to knowledge. ,4,5,1,3,2,"I am satisfied with the format of the current Principles,A living document",,No,,,,,,,,,,,,,
4/13/20 16:04,4/13/20 16:14,R_11crsK7vzE3NEEE,Yes,Once or twice,Referred to it while renewing my SAA membership,,No,,"Sex, Race",Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,No,,1,5,2,3,4,I am satisfied with the format of the current Principles,,No,,,,,,,,,,,,,
4/13/20 15:37,4/13/20 16:19,R_3qP6ZXiUk0bvY9n,Yes,I have never consulted the Principles ,I have not used the Principles,,Yes,National Park Service ethics guidelines for writing internal NPS reports,"Working for a federal agency I feel that there has been a tremendous amount of archaeological data produced.  However, I see that all of that data is not well managed.  Millions of reports and studies have been produced but there is no efficient way of accessing that data.  While I think that data should be more available there is an ethical dilemma of breaching archaeological laws and disclosing archaeological site locations to people that want to loot those sites. ",Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,"While it is important to get archaeological information out to the public, archaeologists need to be respectful of the ""affected groups"" that are mentioned a few principles ago.  Some tribes consider many archaeological objects and traditional knowledge to be confidential information that should not be shared with the public.",Agree,,Strongly Agree,This is one of the biggest ethical issues I face as a Federal archaeologist.  It is often hard to present information to the public without disclosing site locations.  One also has to constantly be mindful in the digital world we live in that government reports are often digitized and put on the internet by tech companies like google.  Just last week I discovered that a major ethnographic report for the National Park I work in was digitized by Google and put on the internet for all to see.  It disclosed many confidential site locations.  This is the second time I am having to put in a request to google to take archaeologically sensitive government reports off of their google books pages.,Strongly Agree,"Some much archaeological data is being produced every year that archival institutions within the government can't keep up.  The national park I work at has a 15 year backlog of data that needs to be archived so that is preserved in perpetuity.  However, no money ever comes with archaeological compliance projects to do the very important piece of archiving the data when a project is done.",Agree,,Strongly Agree,,Agree,,Agree,,Agree,I wish there was stronger language for encouraging participatory archaeology and consultation with affected groups.,Yes,I wish there was stronger language for encouraging participatory archaeology and consultation with affected groups.,1,5,3,4,2,"Separate Principles of Ethics and Standards of Practice,Ethical document(s) that more fully addresses concerns in my sector/region of work",,No,,,,,,,,,,,,,
4/13/20 16:18,4/13/20 16:24,R_32RuFthRqbPanRq,Yes,Occasionally ,For teaching or training purposes,,Yes,"For teaching purposes- often review ROPA's ethics, AAA ethics, etc.",Looting/destruction of archaeological sites and materials; professionalism and respect for all members of our field; clarification on authorship issues.,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,No opinion/Not sure,,5,3,1,2,4,,,No,,,,,,,,,,,,,
4/13/20 15:24,4/13/20 16:25,R_3LhWODROGVAC3ok,Yes,Once or twice,"To refresh or gain personal knowledge of ethics,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,"SHA.  For teaching and reference 1-2 times
A year. ","Treatment of artifacts. Not engaging in sale
Or valuing of any kind. Adherence to all laws particularly 
In reference to Native American values .  

Treating all individuals with respect and professionalism. 

",Strongly Agree,"If we cannot do this in partnership with Native 
Americans I do not know what we are. ",Strongly Agree,,Strongly Agree,,Strongly Agree,,Disagree,,Disagree,,Strongly Disagree,"I have spent my entire career trying to get professors
To have their students research old collections. 

There is little interest. They teach their students only 
To dig.  ",Strongly Disagree,"My personal experience of 40 years in the field
Show me otherwise. ",Disagree,,Neutral,,Disagree,,Disagree,,No opinion/Not sure,Enforce the current ones!,5,2,1,3,4,"A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,Yes,,,,,,,,,,,,,
4/13/20 16:10,4/13/20 16:27,R_1Gy6yFkp21npTZd,Yes,Once or twice,For teaching or training purposes,,No,,"The long-term care and preservation of artifacts taken from the ground (we should collect, but then we have to maintain). ",Agree,We need to do more to promote the use of archived collections.  We have them; they should be used.,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,No opinion/Not sure,,1,2,5,3,4,"Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,No,,,,,,,,,,,,,
4/13/20 16:14,4/13/20 16:30,R_2zUvmYsWYpSvfcK,Yes,Occasionally ,"To address an ethical problem,To refresh or gain personal knowledge of ethics,To write a report, article, or publication,For teaching or training purposes",,Yes,AAA.,Equality and equity among professional archaeologists; creating field projects that are inclusive of descendant communities; looting and site destruction.,Neutral,"It applies, but not adequately. ""benefit of all people"" is troublesome. There's nothing in this statement about working with and for communities.",Neutral,"It applies, but not adequately. I think ""consult actively"" is the bare minimum; archaeologists should do more. ""Affected groups"" does not capture the connection many people have to sites and objects"" Projects can't always and shouldn't always ""be beneficial to all parties involved""",Agree,,Agree,I would delete the last sentence.,Disagree,This needs to be substantially updated to promote open access of data and publications.,Agree,,Agree,,Agree,,Neutral,"This clause should also include colleagues, co-workers, collaborators, and members of the public who participate; not just students and trainees.",Neutral,I would like to see a clause on climate and plastic. Archaeologists should be aware of the impact of their work on the climate emergency and should take care to reduce unnecessary use of fossil fuels and plastics.,Neutral,,Neutral,,Yes,The climate emergency. Use of plastics. We need to reduce our use of fossil fuels and plastics in our field methods to the extent possible.,2,1,3,5,4,,,No,,,,,,,,,,,,,
4/13/20 15:54,4/13/20 16:37,R_1cXFcNWthYuBWVK,Yes,Several times a year,"To refresh or gain personal knowledge of ethics,For teaching or training purposes",,Yes,"Register of Professional Archaeologists (Code of Conduct and Standards--which aren't, technically, codes of ethics.)
American Anthropological Association
Chartered Institute of Archaeologists","Integrity of work.
Professional conduct.
",Strongly Agree,,Agree,,Strongly Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Neutral,,Agree,,Strongly Agree,,Agree,,Yes,Recognition that data include digital data that must also be curated.,2,5,4,1,3,I am satisfied with the format of the current Principles,"The SAA should rely on (and increase support for) the Register of Professional Archaeologists for more pragmatic and day-to-day standards and conduct--and, most importantly, enforcement. The two organizations are complementary and shouldn't overlap.   ",Yes,,,,,,,,,,,,,
4/13/20 16:12,4/13/20 16:40,R_272nHieSEz8Pzll,Yes,Occasionally ,"To address an ethical problem,To write a report, article, or publication,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,"American Anthropological Association 
World Archaeological Congress",Conflicts of interests & conflating of academic goals/interest with those of corportions.,Strongly Agree,,Strongly Agree,"Yet one of biggest problems is the lack of public access to most of the work from CRM and other activities. SHPO & archaeologist withhold information out of concerns about looting should public learn where many sites are located. In Ireland, Tanzania & many other countires archaeological sites are shown on publically available maps. In these countris people take on the task of protecting their sites from vandalism and furthering access & visitation.",Strongly Agree,,Strongly Agree,"See my previous comments. Despite claims about creating more public archaeolgy this is not happening because results are not readily available. The students & faculty have access to e-journals, e-dissertations, e-books & other e resources while the public does not. Even American Antiquity is not an open access journal. This needs to change. Publiclly funded research should be publically available to all!",Strongly Agree,,Strongly Agree,"Reports, journal articles and other publications need to be publically available to all and not just current students and faculty at academic institutions. Currently this is not the case. Academic libraries are far more restrictive now about access especially to e- resources than when they were only print based.",Strongly Agree,But is some cases such as active large mines avoidance is not the best preservation strategy since monitoring is often lacking and sites are eventually damaged. A program of excacation is warranted where preservaation cannot be guaranteeded and to ensure continue learning.Synthesis and critical review leading to development of new revised research strategies should be encouraged especially in CRM to avoid redundant data recovery efforts.,Strongly Agree,,Strongly Agree,,Neutral,,Disagree,,Neutral,,No opinion/Not sure,,4,1,5,3,2,A living document,,No,,,,,,,,,,,,,
4/13/20 11:21,4/13/20 16:42,R_z753jATDc6EibHH,Yes,Once or twice,"To refresh or gain personal knowledge of ethics,Referred to it while renewing my SAA membership",,Yes,The Colorado Council of Professional Archaeologists Code of Ethics,Lack of commitment to curation and re-use of collections.,Agree,"I would add emphasis to the curation and re-analysis of collections that result from archaeological research. I would also add the importance of recognizing bias and avoiding age, gender, social status and racial bias when interpreting the past.",Agree,There must also be an effort to recognize and involve indigenous communities in all research whenever possible. ,Strongly Agree,,Strongly Agree,,Agree,"I would add that as a discipline that promotes the concepts of science, the results and the core discoveries must be made available to other researchers for replication, re-testing and reinterpretation. Public access (with some limits for protection of the resource) is necessary to advance understandings and appreciations.   ",Strongly Agree,I would impose a 5 year time limit. ,Strongly Agree,"I would change the ""should"" to a ""must"".",Agree,Perhaps add a responsibility of understanding that proposed analysis on many artifacts will cause their permanent destruction and therefore conducted wisely and with care.  ,Agree,I agree and would add the SAA organization's role of promoting a safe and secure environment for all of its functions and meetings. ,Agree,Yes. In general ,Agree,,Agree,,Yes,"Biases of age, gender, race and social status should be recognized with the aim of eliminating these to formulate a more equitable view of the past.   ",2,5,1,3,4,"I am satisfied with the format of the current Principles,An aspirational code",,No,,,,,,,,,,,,,
4/13/20 16:31,4/13/20 16:44,R_1HnvD1elCfRtHyq,Yes,Once or twice,To refresh or gain personal knowledge of ethics,,Yes,ROPA,Including diverse voices including those of the people we study.,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,,Agree,,Agree,,Agree,,No opinion/Not sure,,1,5,2,3,4,I am satisfied with the format of the current Principles,,Yes,,,,,,,,,,,,,
4/13/20 9:46,4/13/20 16:46,R_3nOSXni0xU8OowF,Yes,Once or twice,For teaching or training purposes,,Yes,World Archaeology Congress - for teaching purposes,"Meaningful, equitable partnerships with communities -- especially Indigenous communities.",Disagree,"I agree that archaeologists are often in positions of stewardship and I agree with the need to conserve and protect archaeological resources. However, I do not think that archaeologists can ethically claim to conserve and protect the archaeological record 'for all people' when all too often our 'stewardship' benefits primarily ourselves and the non-Indigenous public, at the expense of Indigenous peoples whose ancestors created the archaeological 'resources' we are curating. Overall I find this statement very colonial in nature, and in grave need of revision.",Disagree,I think Indigenous groups deserve special mention here. ,Neutral,"I'm unsure how archaeologists are supposed to determine whether their projects will enhance the commercial value of archaeological objects. I agree with the sentiment, but I'm not sure how it would/should be put into practice. ",Agree,"In general I agree with this statement, though I would like to see #1 revised to clarify that archaeologists are not sole stewards of the past, but should engage in stewardship as partners with Indigenous communities who agree to this relationship.",Agree,"I would add that Indigenous communities should have special Intellectual Property rights to archaeological resources, where applicable.",Agree,,Neutral,,Agree,,Strongly Agree,,Disagree,"The Principles of Ethics need stronger statements on Indigenous rights in relation to archaeological knowledge and resources, and stronger guidelines on developing and maintaining equitable relationships with Indigenous communities",Disagree,See previous,Disagree,See previous,Yes,"As elaborated previously, greater emphasis on Indigenous rights and partnerships.",2,5,1,4,3,"An aspirational code,A living document",,No,,,,,,,,,,,,,
4/13/20 16:21,4/13/20 16:58,R_1i9fGDgyW8D3BHL,Yes,Once or twice,I have not used the Principles,,Yes,Society for Historical Archaeology-Just read them.,#NAME?,Neutral,Basically fine but does not address whether conservation should be sometimes superseded by knowledge potential.,Strongly Agree,,Neutral,"This is better and more nuanced than I remembered. A lawyer could say that archaeologists get personal profit and enjoyment from the materials they excavate. One could argue that any archaeology contributes to the value of looted or non-provenienced artifacts. Archaeologist should not engage in selling or buying excavated material with or without provenience unless it has been deaccessioned appropriately. Personally I would not want to buy any such deaccessioned object but I can't argue strongly against it. 

I think this says we should weigh the value of the work against the potential to increase looting. In Latin and South America especially it is too late. Any continuing work will increase the value of at least some objects. Shall we stop all archaeology in these places.

I guess I think that while it tries to address these questions it is aspirational and does not really give a scholar much guidance.

",Strongly Agree,,Strongly Agree,,Strongly Agree,,Strongly Agree,"As I said earlier states need to step up to the curation issue. Some like Massachusetts require contractors to curate the materials excavated according to Federal Standards. (At least they used to) Some other jurisdictions, like the District of Columbia do not require that but do not have a facility for curation so in essence require private organizations to curate collections. ",Strongly Agree,,Strongly Agree,,Agree,,Agree,"I have worked in many states and countries and it varies. In many cases it depends on the individual since other institutions address other concerns,",Agree,,No,,1,5,2,4,3,"An aspirational code,Separate Principles of Ethics and Standards of Practice",,No,,,,,,,,,,,,,
4/13/20 16:43,4/13/20 16:58,R_3PNV6dTMutz106C,Yes,Once or twice,As a student in an archaeological class or field school,,Yes,,"Making sure local peoples are involved in and on board with archaeological investigations in areas important to them. Making sure data is collected and recorded in a complete and competent matter, and that no data is discarded. Making sure all data is available to anyone who's research it would benefit and to any persons who are interested.",Strongly Agree,,Strongly Agree,"I think this could be worded more strongly. It's not just about making every reasonable effort. Sometimes, if you cannot work with the groups, you should not do the research. I feel like this wording allows people to feel that they have made an effort, but it didn't work, but since they have done all they could, they should go ahead anyway.",Disagree,"I think commercialization is bad, but withholding information about how important/interesting/cool an object is not a good way to combat it. If an object is so valuable, we should try to protect it in a way besides concealing how valuable it is. I think knowledge and appreciation gained from such objects should always be promoted.",Strongly Agree,,Disagree,"I think this part ""If there is a compelling reason, and no legal restrictions or strong countervailing interests, a researcher may have primary access to original materials and documents for a limited and reasonable time"" should be more specific about what a reasonable amount of time is. I have heard of archaeologists keeping their data indefinitely, and this is not okay. I think the spirit of this principle is good.",Agree,,Neutral,,Strongly Agree,How do people know what contemporary standards are?,Agree,,Agree,,Agree,,Agree,,,,3,1,2,5,4,Separate Principles of Ethics and Standards of Practice,,No,,,,,,,,,,,,,
4/13/20 16:25,4/13/20 16:58,R_2Swtv0m4BrcOafQ,Yes,Once or twice,I have not used the Principles,,Yes,I've consulted the AAA basic principles both for personal information and to present to students. I have also checked the ethics statement of the AIA .,Finding the right balance between the investigative priorities of archaeologists and the desires of native populations in various parts of the world. ,Agree,"It emphasizes the finite nature of the archaeological record, and states the responsibility archaeologists have in conserving and protecting that material through proper field, lab, and other work. ",Strongly Agree,"It is important that local communities be included in the process of investigation to the degree possible. At the very least, public dissemination of research results should be standard.",Strongly Agree,"Archaeological materials often garner considerable attention, and subsequently market value, The practice of selling artifacts enhances this process and undermines the conservation element. ",Strongly Agree,"It is critically important to discuss, present, interpret our work to the various constituencies mentioned. Too often archaeologists have let others outside the discipline do this, leading to misleading or incorrect presentation of material. Such outreach should be valued more by departments in the evaluation of faculty.",Strongly Agree,"This makes sense at both a general intellectual and more pragmatic level. On the former, all scholars benefit when the reports, articles, etc. are widely and freely disseminated. On the latter, since much of our work is supported by public funds, the information should be made widely available.",Agree,"While I agree with the sentiment, there is the issue of how quickly publications can be prepared, especially for those archaeologists in a college/university setting where teaching, committee work, and other responsibilities detract from time available for writing. At a minimum, however, field work should be reported in the form of presentations at professional meetings and to the general public as researchers work toward publication in journals or books.",Strongly Agree,"Maintaining physical material and accompanying forms of data storage concerning those items is becoming increasingly important. As archaeology evolves over the coming decades, fewer sites may be available for excavation; also, new analytical methods may be developed. Both conditions may make it more likely that scholars will turn increasingly to heritage collections for initial analysis or restudy.",Strongly Agree,It is incumbent on anyone contemplating a field investigation that they have the requisite training and tools to undertake the work properly. Maintaining a network of colleagues is also important in making it possible to bring in the expertise that one may lack.,Strongly Agree,The statement lays out key elements that foster a working atmosphere in which all participants can undertake their work without undue pressure.,Strongly Agree,,Strongly Agree,I work primarily in the Mediterranean. The principles lay out a series of appropriate considerations for undertaking work in the region.,Strongly Agree,,No opinion/Not sure,,1,2,4,5,3,I am satisfied with the format of the current Principles,,Yes,,,,,,,,,,,,,
4/13/20 16:54,4/13/20 17:02,R_1jDGgXeSzBIMmjv,Yes,Occasionally ,"To address an ethical problem,In working with the public or non-archaeologists",,No,,Federal and state laws being circumvented to conduct and produce substandard archaeological studies.,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Strongly Disagree,,Neutral,,Neutral,,Neutral,,No opinion/Not sure,,1,2,3,4,5,"Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples",,No,,,,,,,,,,,,,
4/13/20 15:46,4/13/20 17:27,R_1Hkn2c7JSZBb7aK,Yes,Occasionally ,"To refresh or gain personal knowledge of ethics,For teaching or training purposes,In working with the public or non-archaeologists",,Yes,Alaska Anthropological Association ,Discriminatory and harassing behaviors in all areas of archaeology. They are poisoning the discipline ,Disagree,"With climate change leading to permafrost degradation and sea level rise, preserving in place is a fantasy for some sites.  It has been an excuse not to allow excavation in federal lands, including National Parks.  In the north, Preserve in Place = Rot in Place.",Strongly Agree,,Neutral,"As worded this could be taken to rule out working with amateurs and collectors.  In some cases, they have all the material available from a site and if it isn't documented a big chunk of the descendant community's heritage may be lost.  It has to be done carefully and in collaboration with the descendant community.",Strongly Agree,,Strongly Agree,,,,Strongly Agree,Funding support for curation and for such work is sorely needed,Agree,"Issues arise when archaeological resources are threatened so that they must be recovered immediately or lost forever.  Current funding mechanisms either aren't fast enough or don't allow for large enough grants (or both) to meet this standard, especially for more remote sites.  Funding for follow-on work after salvage needs to be more available.",Strongly Disagree,Obviously not.  Just look at Albuquerque ,Disagree,"In an ideal world, maybe.  But in the real world aspirational guidelines which are written so broadly do not appear to be offering much useful guidance.",Disagree,,Disagree,"Real issues with confidentiality of findings to hide where clients might be working, even after the project is abandoned and the leases given up.",No opinion/Not sure,,5,1,2,4,3,"A living document,Separate Principles of Ethics and Standards of Practice,Ethical document(s) that provides examples,Ethical document(s) that more fully addresses concerns in my sector/region of work",,Yes,,,,,,,,,,,,,
